satno,cosparId,name,objectClass,mass,shape,width,height,depth,diameter,span,xSectMax,xSectMin,xSectAvg,firstEpoch,mission,predDecayDate,active,cataloguedFragments,onOrbitCataloguedFragments
56223.0,2023-054AX,VIREO,Payload,4.0,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2023-06-02,Commercial Technology,,,0,0
45658.0,2020-035B,Starlink 1441,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-06-11,Commercial Communications,,,0,0
48383.0,2021-038AG,Starlink 2599,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-05-12,Commercial Communications,,,0,0
52425.0,2022-047AH,E-Space 3,Payload,10.0,Box + 2 Pan,0.2,0.3,0.2,,1.0,0.22209798742303566,0.04000000000000001,0.1264,2022-05-10,Commercial Communications,,,0,0
51097.0,2022-003D,GEARRS-3,Payload,4.0,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2022-01-14,Commercial Communications,,,0,0
45583.0,2020-025BE,Starlink 1340,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-04-29,Commercial Communications,,,0,0
52163.0,2022-033G,ION-SCV 005,Payload,220.0,Box,0.4,0.4,0.4,,0.4,0.2771281292110204,0.16000000000000003,0.24000000000000005,2022-04-06,Commercial Technology,,,0,0
51066.0,2022-002CL,Flock 4x-14,Payload,5.0,Box + 2 Pan,0.1,0.3,0.1,,0.3,0.1911,0.018,0.1076,2022-01-18,Commercial Imaging,,,0,0
47440.0,2021-006AD,AII-Charlie,Payload,10.0,Box + 2 Pan,0.2,0.3,0.2,,0.6,0.1580129879236152,0.04000000000000001,0.10373333333333333,2021-01-24,Commercial Sigint,,,0,0
48084.0,2021-022AN,BeeSat 7,Payload,0.3,Box,0.1,0.025,0.1,,0.1,0.010606601717798215,0.0025000000000000005,0.0075000000000000015,2021-03-23,Amateur Technology,,,0,0
57916.0,2023-147D,Starlink 30491,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-09-28,Commercial Communications,,,0,0
44391.0,2019-038E,NSLSat-1,Payload,10.0,Box + 1 Dish,0.1,0.3,0.1,,1.0,0.04358898943540674,0.010000000000000002,0.035,2019-07-07,Commercial Technology,,,0,0
51063.0,2022-002CH,Tevel-4,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
46371.0,2020-062AY,Starlink 1688,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-09-09,Commercial Communications,,,0,0
50989.0,2022-002F,Tevel-8,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-02-06,Amateur Communications,,,0,0
55088.0,2023-001CH,Lemur-2 Fuentetaja-01,Payload,4.6,Box + 2 Pan,0.1,0.3,0.1,,0.7,0.09198898943540676,0.010000000000000002,0.053533333333333336,2023-01-13,Commercial Com/MetRO,,,0,0
51013.0,2022-002AF,Tevel-1,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
47751.0,2021-017AF,Starlink 2168,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-03-11,Commercial Communications,,,0,0
48251.0,2021-033D,Foshan 1,Payload,70.0,Box,0.2,0.5,0.2,,0.5,0.1469693845669907,0.04000000000000001,0.12000000000000001,2021-04-27,Civil Imaging,,,0,0
51062.0,2022-002CG,Tevel-7,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
51069.0,2022-002CP,Tevel-2,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-19,Amateur Communications,,,0,0
51036.0,2022-002BE,Lemur-2 Rohovithsa,Payload,9.125,Box + 2 Pan,0.1,0.3,0.2,,0.8,0.12645848031961188,0.020000000000000004,0.07653333333333334,2022-01-18,Commercial Imaging,,,0,0
50988.0,2022-002E,Tevel-3,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
45704.0,2020-035AZ,Starlink 1409,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-06-11,Commercial Communications,,,0,0
44843.0,2019-087F,Tianqi-4B,Payload,8.0,Box,0.2,0.3,0.2,,0.3,0.09380831519646861,0.04000000000000001,0.08,2019-12-07,Commercial Communications,,,0,0
49812.0,2021-117A,Tianjin Daxue 1,Payload,230.0,Box + 1 Pan,0.5,1.1,0.5,,3.0,1.5772547177756562,0.25,0.936,2021-12-12,Amateur Imaging,,,0,0
52944.0,2022-074A,Recurve,Payload,20.0,Box,0.2,0.3,0.2,,0.3,0.09380831519646861,0.04000000000000001,0.08,2022-07-02,Defense Technology,,,0,0
48486.0,2021-040BL,Starlink 2496,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-05-17,Commercial Communications,,,0,0
47900.0,2021-021AS,Starlink 2360,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-03-22,Commercial Communications,,,0,0
59560.0,1998-067WK,QMSAT,Payload,2.0,Box,0.1,0.2,0.1,,0.2,0.030000000000000006,0.010000000000000002,0.025000000000000005,2024-04-18,Amateur Technology,,,0,0
59560.0,1998-067WK,QMSAT,Payload,2.0,Box,0.1,0.2,0.1,,0.2,0.030000000000000006,0.010000000000000002,0.025000000000000005,2024-04-18,Amateur Technology,,,0,0
52172.0,2022-033R,NuSat 27,Payload,41.5,Box,0.508,0.813,0.508,,0.813,0.6385465027137804,0.258064,0.542036,2022-04-06,Commercial Imaging,,,0,0
47439.0,2021-006AC,Yushan Weixing,Payload,2.0,Box,0.1,0.2,0.1,,,0.030000000000000006,0.010000000000000002,0.025000000000000005,2021-01-24,Amateur Communications,,,0,0
45101.0,2020-006BK,Starlink 1194,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-02-09,Commercial Communications,,,0,0
55014.0,2023-001F,Lemur-2 Disclaimer,Payload,4.6,Box + 2 Pan,0.1,0.3,0.1,,0.7,0.09198898943540676,0.010000000000000002,0.053533333333333336,2023-01-13,Commercial Com/MetRO,,,0,0
47964.0,2021-022AJ,Smog-1,Payload,0.25,Box,0.05,0.05,0.05,,0.05,0.004330127018922194,0.0025000000000000005,0.0037500000000000007,2021-03-30,Amateur Sigint,,,0,0
45698.0,2020-035AT,Starlink 1370,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-06-11,Commercial Communications,,,0,0
47846.0,2021-018BM,Starlink 2456,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-03-17,Commercial Communications,,,0,0
44924.0,2020-001L,Starlink 1111,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-01-13,Commercial Communications,,,0,0
55699.0,2023-026E,Starlink 30055,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
55695.0,2023-026A,Starlink 30050,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
51119.0,2022-005R,Starlink 3390,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2022-01-24,Commercial Communications,,,0,0
47737.0,2021-017R,Starlink 2148,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-03-11,Commercial Communications,,,0,0
47369.0,2021-005W,Starlink 2085,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-01-25,Commercial Communications,,,0,0
45378.0,2020-019U,Starlink 1310,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-03-26,Commercial Communications,,,0,0
52740.0,2022-057J,Sejong-1 (Lemur-2 Hancom-1),Payload,10.8,Box + 2 Pan,0.1,0.3,0.2,,0.8,0.12645848031961188,0.020000000000000004,0.07653333333333334,2022-06-01,Commercial Imaging,,,0,0
48901.0,2021-059Y,TROPICS,Payload,4.0,Box,0.1,0.3,0.1,,0.5,0.04358898943540674,0.010000000000000002,0.035,2021-07-06,Amateur Science,,,0,0
55701.0,2023-026G,Starlink 30065,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
50810.0,2022-001H,Starlink 3348,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2022-01-11,Commercial Communications,,,0,0
52424.0,2022-047AG,E-Space 2,Payload,10.0,Box + 2 Pan,0.2,0.3,0.2,,1.0,0.22209798742303566,0.04000000000000001,0.1264,2022-05-10,Commercial Communications,,,0,0
47961.0,2021-022AF,Sateliot 1,Payload,4.0,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2021-03-24,Commercial Communications,,,0,0
55707.0,2023-026N,Starlink 30060,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
55713.0,2023-026U,Starlink 30063,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
55705.0,2023-026L,Starlink 30057,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
55712.0,2023-026T,Starlink 30037,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-03-01,Commercial Communications,,,0,0
14819.0,1984-027A,Cosmos-1544,Payload,1982.16,Cyl + 1 Ant,,3.2,,1.35,13.14,16.7504,6.016,13.217,1984-03-15,Defense Sigint,,,0,0
56303.0,2023-056T,Starlink 30097,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2023-04-24,Commercial Communications,,,0,0
58344.0,2023-174CS,PICO-1A-8,Payload,0.5,Box,0.1,0.03,0.1,,0.1,0.010862780491200218,0.003,0.008,2023-12-11,Commercial Communications,,,0,0
51797.0,2022-017AF,Starlink 3627,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2022-02-25,Commercial Communications,,,0,0
41171.0,2015-077F,VELOX-II,Payload,13.0,Box + 2 Pan,0.1,0.3,0.1,,0.6,0.08393201857304092,0.010000000000000002,0.05053333333333334,2015-12-16,Amateur Technology,,,0,0
58198.0,2023-077G,Shenzhou 16 orbital module (Guidao Cang),Payload,1842.0,Cyl + 2 Pan,,2.3,,2.8,4.3,12.270364246097401,6.157521601035993,9.276658306130896,2023-10-31,Civil Spaceship,,,0,0
48307.0,2021-036AH,Starlink 2528,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-05-05,Commercial Communications,,,0,0
48661.0,2021-044Z,Starlink 2708,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-06-01,Commercial Communications,,,0,0
51045.0,2022-002BP,Flock 4x-28,Payload,5.0,Box + 2 Pan,0.1,0.3,0.1,,0.3,0.1911,0.018,0.1076,2022-01-18,Commercial Imaging,,,0,0
53382.0,2022-096N,ReshUCube,Payload,5.0,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2022-08-09,Amateur Technology,,,0,0
45574.0,2020-025AV,Starlink 1324,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-04-29,Commercial Communications,,,0,0
60245.0,2024-129B,Starlink 11202,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,2024-07-15,Commercial Communications,,,0,0
43690.0,2018-088A,CICERO-10,Payload,10.0,Box + 2 Pan,0.2,0.3,0.1,,0.6,0.1342046727271466,0.020000000000000004,0.07873333333333334,2018-11-11,Commercial Meteo Radio Occ.,,,0,0
50999.0,2022-002R,Tevel-6,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
47181.0,2020-088BM,Starlink 1927,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-12-01,Commercial Communications,,,0,0
50998.0,2022-002Q,Tevel-5,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2022-01-18,Amateur Communications,,,0,0
41873.0,2016-062E,Lemur-2 Anubhavthakur,Payload,4.0,Box,0.1,0.3,0.1,,0.5,0.1674,0.0222,0.0933058823529411,2016-10-17,Commercial Com/MetRO,,,0,0
48103.0,2021-027M,Starlink 2438,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-04-13,Commercial Communications,,,0,0
60244.0,2024-129A,Starlink 11214,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,2024-07-14,Commercial Communications,,,0,0
43156.0,2018-008B,Zhou enlai,Payload,2.0,Box,0.1,0.2,0.1,,0.2,0.030000000000000006,0.010000000000000002,0.025000000000000005,2018-01-19,Amateur Technology,,,0,0
60076.0,2024-113T,Starlink 32117,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
39650.0,2014-019A,Ofeq-10,Payload,300.0,Hex Cyl + 2 Pan + 1 Dish,,1.0,,0.5,3.0,1.5260508107197066,0.16237976320958222,0.8005232149381244,2014-04-09,Defense Radar Imaging,,,0,0
47957.0,2021-022AB,BeeSat 6,Payload,0.3,Box,0.1,0.025,0.1,,0.1,0.010606601717798215,0.0025000000000000005,0.0075000000000000015,2021-03-30,Amateur Technology,,,0,0
58898.0,2024-021A,Cygnus CRS-20,Payload,7000.0,Cyl + 2 Pan,,6.4,,2.9,10.5,37.332535703271205,6.60519855417254,23.797722523076246,2024-02-04,Commercial Spaceship,,,0,0
60073.0,2024-113Q,Starlink 32111,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
,2024-129IB,Starlink 11219,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IE,Starlink 11216,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
43859.0,2018-104L,AlBUS,Payload,2.91,Box + 4 Pan,0.1,0.3,0.1,,0.6,0.1242750477106751,0.010000000000000002,0.06606666666666668,2018-12-16,Civil Technology,,,0,0
51095.0,2022-003B,TechEdSat-13,Payload,4.0,Box + 1 Truss + 1 Sail,0.1,0.3,0.1,,0.8,0.04358898943540674,0.010000000000000002,0.035,2022-01-14,Civil Technology,,,0,0
,2024-129IL,Starlink 11221,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IF,Starlink 11195,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IT,Starlink 31831,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IN,Starlink 32146,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
60074.0,2024-113R,Starlink 32115,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
,2024-129ID,Starlink 11220,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IP,Starlink 11218,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IK,Starlink 11222,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IG,Starlink 11211,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IC,Starlink 31832,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IM,Starlink 32157,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IH,Starlink 11215,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IA,Starlink 11212,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
44407.0,2019-038X,Lemur-2 Alex-Maddy,Payload,4.6,Box + 2 Pan,0.1,0.3,0.1,,0.7,0.226,0.0246,0.124141176470588,2019-07-07,Commercial Com/MetRO,,,0,0
,2024-129IS,Starlink 31847,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IJ,Starlink 11217,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IQ,Starlink 31839,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
,2024-129IR,Starlink 31743,Payload,730.0,Box + 2 Pan,4.1,0.3,4.1,,29.0,98.57216627087396,1.2299999999999998,36.96386666666667,,Commercial Communications,,,0,0
60078.0,2024-113V,Starlink 32110,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
48923.0,2021-059AW,Lemur-2 AnnaBanana,Payload,4.6,Box + 2 Pan,0.1,0.3,0.1,,0.7,0.09198898943540676,0.010000000000000002,0.053533333333333336,2021-07-06,Commercial Com/MetRO,,,0,0
42000.0,2017-008BE,Dido-2,Payload,4.2,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2017-02-26,Commercial Microgravity,,,0,0
55067.0,2023-001BL,NSLSat-2,Payload,10.0,Box + 1 Dish,0.2,0.3,0.2,,0.6,0.09380831519646861,0.04000000000000001,0.08,2023-01-18,Commercial Communications,,,0,0
47396.0,2021-005AZ,Starlink 2118,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-01-25,Commercial Communications,,,0,0
60075.0,2024-113S,Starlink 32116,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
60072.0,2024-113P,Starlink 32119,Payload,730.0,Box + 2 Pan,4.1,0.3,2.7,,29.0,92.83994369451119,0.81,33.88386666666666,2024-06-23,Commercial Communications,,,0,0
45681.0,2020-035AA,Starlink 1396,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-06-11,Commercial Communications,,,0,0
53384.0,2022-096Q,Siren,Payload,5.0,Box,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2022-08-09,Amateur Biology,,,0,0
48941.0,2021-059BQ,SHERPA-LTE 1,Payload,335.0,Cyl,,0.4,,0.8,0.8,0.5958706845179478,0.32000000000000006,0.5026548245743669,2021-07-06,Commercial Technology,,,0,0
51122.0,2022-005U,Starlink 3373,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2022-01-24,Commercial Communications,,,0,0
46166.0,2020-057BB,Starlink 1615,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-08-25,Commercial Communications,,,0,0
47744.0,2021-017Y,Starlink 2158,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2021-03-11,Commercial Communications,,,0,0
32476.0,2008-002A,Polaris,Payload,300.0,Hex Cyl + 2 Pan + 1 Dish,,1.0,,0.5,3.0,1.5260508107197066,0.16237976320958222,0.8005232149381244,2008-01-21,Defense Radar Imaging,,,0,0
43858.0,2018-104K,CubeSail USat,Payload,3.52,Box,0.1,0.15,0.1,,0.3,0.023452078799117152,0.010000000000000002,0.02,2018-12-16,Amateur Technology,,,0,0
42776.0,2017-036M,URSA MAIOR,Payload,4.0,Box + 4 Pan,0.1,0.3,0.1,,0.5,0.10816638486136057,0.010000000000000002,0.06006666666666667,2017-06-24,Amateur Science,,,0,0
25527.0,1998-066A,Iridium 2,Payload,662.0,Box + 2 Pan,1.0,4.06,8.37,,8.37,6.7413,3.85,5.66648161764705,1998-11-06,Commercial Communications,,,0,0
40380.0,2015-003E,ExoCube (CP 10),Payload,4.0,Box,0.1,0.3,0.3,,0.3,0.09949874371066199,0.03,0.075,2015-01-31,Amateur Science,,,0,0
37855.0,2011-061F,Hiscock Rad. Belt Explorer,Payload,1.0,Box,0.1,0.1,0.1,,0.1,0.017320508075688777,0.010000000000000002,0.015000000000000003,2011-10-28,Amateur Science,,,0,0
42778.0,2017-036P,Max Valier,Payload,10.0,Box,0.1,0.4,0.4,,0.4,0.16970562748477144,0.04000000000000001,0.12000000000000002,2017-06-25,Amateur Astronomy,,,0,0
51054.0,2022-002BY,Lemur-2 Miriwari,Payload,9.125,Box + 2 Pan,0.1,0.3,0.2,,0.8,0.12645848031961188,0.020000000000000004,0.07653333333333334,2022-01-18,Commercial Communications,,,0,0
51058.0,2022-002CC,Lemur-2 Djirang,Payload,9.125,Box + 2 Pan,0.1,0.3,0.2,,0.8,0.12645848031961188,0.020000000000000004,0.07653333333333334,2022-01-18,Commercial Communications,,,0,0
53946.0,2022-120D,Yaogan Weixing 36-01-02,Payload,300.0,Box + 2 Pan,2.5,2.5,2.5,,5.0,15.825540042355078,6.25,11.063333333333333,2022-09-26,Defense Sigint,,,0,0
58612.0,1998-067WD,BEAK,Payload,5.0,Box + Cone,0.1,0.3,0.1,,0.3,0.04358898943540674,0.010000000000000002,0.035,2023-12-19,Amateur Technology,,,0,0
55242.0,2023-006A,Shiyan 22A,Payload,100.0,Box + 2 Pan,1.5,2.0,1.5,,2.0,4.802343178074636,2.25,4.125,2023-01-13,Defense Technology,,,0,0
53271.0,2022-086AF,Starlink 4069,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2022-07-28,Commercial Communications,,,0,0
45079.0,2020-006AM,Starlink 1149,Payload,260.0,Box + 1 Pan,3.7,0.1,1.5,,8.86,23.657,0.2311,13.5615,2020-02-08,Commercial Communications,,,0,0
58566.0,2023-174CX,Unicorn-2J,Payload,0.75,Box + 2 Pan,0.05,0.15,0.05,,0.45,0.02740906131129192,0.0025000000000000005,0.015683333333333337,2023-12-12,Commercial Imaging,,,0,0
